# SIMULATION: eb
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_R_NET	 OUT_SWNET	 OUT_LWNET	 OUT_IN_LONG	 OUT_SENSIBLE	 OUT_LATENT	 OUT_GRND_FLUX	 OUT_ENERGY_ERROR	 OUT_ALBEDO	 OUT_AERO_RESIST	 OUT_WIND	 OUT_AIR_TEMP	 OUT_SURF_TEMP
2009	01	01	14.2942	 63.2327	 -48.9385	 288.2772	 13.1830	 31.3672	 -10.5031	 0.0000	 0.1846	 61.0171	 1.3655	 7.0871	 6.5919
2009	01	02	18.5812	 53.6432	 -35.0620	 294.0218	 -6.2786	 34.4732	 -4.7689	 -0.0000	 0.1846	 80.7163	 1.4113	 6.2354	 4.9127
2009	01	03	11.9724	 54.5171	 -42.5447	 281.1619	 -22.1524	 37.8914	 -3.2895	 0.7359	 0.2507	 51.2251	 1.9116	 5.4863	 3.7079
2009	01	04	-12.3004	 30.6767	 -42.9771	 273.4715	 -52.7541	 16.2223	 -4.4284	 5.9954	 0.4878	 30.6293	 3.6023	 3.9562	 1.8018
2009	01	05	19.9228	 55.8504	 -35.9276	 290.6620	 -16.3717	 34.7536	 -0.4272	 0.0000	 0.1846	 41.5366	 2.0351	 5.6423	 4.3891
2009	01	06	16.6989	 31.8416	 -15.1427	 314.7325	 3.1125	 13.0044	 -1.3124	 0.0000	 0.1846	 300.7418	 0.4212	 5.8621	 5.1150
2009	01	07	20.6399	 47.0100	 -26.3701	 305.7802	 -5.8085	 26.9520	 -0.8868	 0.0000	 0.1846	 84.4095	 1.4435	 6.8939	 5.5704
2009	01	08	21.6469	 49.7158	 -28.0689	 304.1969	 -0.3763	 24.0001	 -1.6538	 -0.0000	 0.1846	 165.2419	 0.7971	 7.0647	 5.5836
2009	01	09	15.7373	 55.7577	 -40.0204	 298.2666	 -13.9864	 25.9303	 0.6272	 0.0000	 0.1846	 15.1130	 3.8620	 7.0475	 6.8505
2009	01	10	16.3384	 65.9245	 -49.5861	 287.9878	 -6.7767	 21.6107	 -0.5625	 0.0000	 0.1846	 16.9290	 3.4346	 6.8492	 6.6671
2009	01	11	19.0675	 84.8810	 -65.8135	 277.6920	 0.7661	 15.3223	 0.5827	 0.0000	 0.1846	 23.2899	 2.6054	 8.2200	 7.8860
2009	01	12	17.2336	 71.7652	 -54.5315	 292.8391	 3.7079	 13.3404	 -0.5267	 0.0000	 0.1846	 10.9348	 5.2467	 8.6725	 8.7191
2009	01	13	18.2741	 88.0445	 -69.7704	 280.7813	 -1.9993	 18.5232	 0.5121	 0.0000	 0.1846	 13.9796	 4.1235	 9.3820	 9.3171
2009	01	14	18.5641	 93.7904	 -75.2263	 276.0433	 -2.4752	 20.5453	 -0.2136	 -0.0000	 0.1846	 14.2463	 4.0453	 9.5277	 9.4335
2009	01	15	19.4296	 92.1096	 -72.6800	 274.9891	 5.4399	 17.5838	 -2.1130	 0.0000	 0.1846	 15.0244	 3.8197	 8.7415	 8.7276
2009	01	16	19.5954	 94.0023	 -74.4068	 274.3590	 1.7899	 18.8386	 -0.8415	 0.0000	 0.1846	 11.8193	 4.8567	 8.9133	 8.9412
2009	01	17	20.8914	 97.2017	 -76.3103	 270.5125	 3.2452	 18.6217	 -1.1939	 0.0000	 0.1846	 13.6544	 4.2063	 8.5393	 8.5304
2009	01	18	21.0903	 98.6370	 -77.5467	 273.6127	 -1.0651	 20.6907	 0.2397	 0.0000	 0.1846	 11.9586	 4.8059	 9.4005	 9.3964
2009	01	19	22.3866	 100.8289	 -78.4423	 274.0708	 -0.4177	 21.0021	 -0.0071	 0.0000	 0.1846	 11.4533	 5.0153	 9.6456	 9.6522
2009	01	20	20.4233	 69.3361	 -48.9128	 299.9107	 9.2925	 15.9186	 -2.5589	 0.0000	 0.1846	 16.0998	 3.5319	 8.8842	 8.9849
2009	01	21	27.2792	 69.2751	 -41.9959	 303.9993	 -19.1015	 46.1207	 -0.8534	 0.0000	 0.1846	 22.9598	 2.6748	 9.2759	 8.4056
2009	01	22	30.1282	 60.2636	 -30.1354	 328.8637	 -21.9252	 44.4968	 2.7261	 0.0000	 0.1846	 40.0377	 2.0176	 12.4735	 11.0307
2009	01	23	19.9949	 29.4080	 -9.4131	 347.2707	 -5.2376	 30.7246	 -2.4221	 -0.0000	 0.1846	 38.9803	 1.6205	 11.1009	 10.6167
2009	01	24	27.0552	 59.5138	 -32.4586	 320.5054	 -11.4805	 41.4780	 -1.1735	 0.0000	 0.1846	 29.0817	 2.1423	 10.5651	 9.8418
2009	01	25	24.8480	 57.7869	 -32.9389	 312.3681	 -10.2582	 46.6087	 -4.2754	 0.0000	 0.1846	 17.5457	 3.2598	 8.7593	 8.2981
2009	01	26	17.7451	 53.2514	 -35.5063	 287.3805	 9.5829	 23.8442	 -10.1990	 1.4299	 0.2693	 73.8270	 1.0965	 3.9902	 3.5023
2009	01	27	32.5221	 71.5485	 -39.0264	 286.6620	 2.1415	 30.6402	 -1.2124	 0.0000	 0.1846	 105.0522	 1.1479	 5.4895	 4.1652
2009	01	28	24.1947	 66.3117	 -42.1169	 282.7407	 7.7629	 17.4527	 -3.0436	 1.1876	 0.2794	 98.8657	 1.2570	 4.8421	 3.9478
2009	01	29	27.7576	 71.7004	 -43.9427	 288.2045	 3.3784	 18.9608	 0.7641	 0.0000	 0.1846	 14.4011	 4.0006	 5.5358	 5.5627
2009	01	30	31.1582	 78.1075	 -46.9493	 287.8322	 -7.5089	 35.3149	 0.1574	 -0.0000	 0.1846	 13.0201	 4.4330	 6.2647	 6.0972
2009	01	31	32.4485	 77.9215	 -45.4730	 299.0798	 -6.8256	 34.5604	 1.7105	 0.0000	 0.1846	 21.8196	 2.7549	 8.5006	 8.1080
2009	02	01	40.1610	 113.7079	 -73.5469	 279.9867	 7.5597	 25.8741	 2.4466	 0.0000	 0.1846	 19.5159	 2.9801	 10.0675	 9.8602
2009	02	02	40.3536	 114.6024	 -74.2488	 285.5922	 8.0128	 27.9579	 1.3088	 -0.0000	 0.1846	 14.0097	 4.0804	 11.1109	 11.1235
2009	02	03	42.1579	 117.8100	 -75.6521	 295.4696	 -1.3329	 34.4780	 3.5034	 -0.0000	 0.1846	 14.6977	 3.9091	 13.4269	 13.2736
2009	02	04	35.8873	 86.3347	 -50.4474	 319.5988	 1.5785	 35.6260	 -0.5842	 0.0000	 0.1846	 18.4616	 3.0952	 13.2756	 13.1390
2009	02	05	35.6143	 75.3566	 -39.7423	 320.1075	 -2.3565	 46.5330	 -3.6676	 0.0000	 0.1846	 21.1470	 2.7492	 11.4782	 11.2019
2009	02	06	34.6509	 67.2684	 -32.6174	 323.7499	 -10.4394	 49.9821	 -1.9761	 0.0000	 0.1846	 19.1107	 3.0347	 10.9970	 10.5222
2009	02	07	34.9293	 70.3617	 -35.4324	 314.0106	 -2.1726	 43.1536	 -2.8648	 -0.0000	 0.1846	 21.4519	 2.7030	 9.4180	 9.1307
2009	02	08	39.6754	 79.4973	 -39.8219	 303.2938	 7.0270	 41.1374	 -3.1394	 0.0000	 0.1846	 91.6314	 1.0817	 8.5683	 7.8081
2009	02	09	38.4193	 82.3355	 -43.9163	 287.9363	 0.0688	 48.2062	 -4.5878	 0.0000	 0.1846	 18.2748	 3.1172	 5.7202	 5.4893
2009	02	10	11.1939	 52.2940	 -41.1001	 275.9431	 2.7032	 15.4392	 -9.0023	 1.7544	 0.4654	 387.6209	 0.4305	 3.8028	 2.2920
2009	02	11	38.6506	 81.2266	 -42.5759	 285.8223	 -13.4817	 39.7805	 1.5627	 2.0622	 0.2654	 23.8684	 2.8562	 5.3990	 4.6776
2009	02	12	40.2986	 75.1339	 -34.8353	 295.0078	 8.6722	 35.8728	 -2.0022	 0.0000	 0.1846	 76.9962	 1.2699	 5.6763	 5.0701
2009	02	13	36.8637	 74.5778	 -37.7140	 288.7972	 -2.9113	 35.5130	 -2.3759	 1.7165	 0.2607	 19.6497	 3.2551	 4.6168	 4.3273
2009	02	14	40.0016	 72.3858	 -32.3843	 304.3447	 -10.3924	 44.3658	 1.3407	 0.0000	 0.1846	 14.3703	 4.0187	 6.8275	 6.5361
2009	02	15	36.8858	 65.7770	 -28.8911	 311.8955	 -14.6164	 50.4118	 -0.3370	 0.0000	 0.1846	 8.7624	 6.5547	 7.4503	 7.3887
2009	02	16	43.0970	 79.8145	 -36.7175	 305.1759	 -10.3416	 51.3891	 -0.2118	 -0.0000	 0.1846	 10.6065	 5.4121	 7.6807	 7.6012
2009	02	17	33.0531	 53.4561	 -20.4031	 319.7202	 -3.5841	 41.6979	 -2.5186	 0.0000	 0.1846	 12.8302	 4.4653	 7.3161	 7.2620
2009	02	18	45.3474	 83.0910	 -37.7436	 303.8290	 14.8220	 32.3901	 -0.7954	 -0.0000	 0.1846	 43.4347	 1.7038	 7.6587	 7.5175
2009	02	19	65.6688	 138.7207	 -73.0519	 274.9080	 32.7332	 25.6412	 2.0206	 0.0000	 0.1846	 15.9000	 3.5575	 8.5066	 8.7550
2009	02	20	67.4207	 141.6972	 -74.2765	 280.0945	 35.5429	 28.2179	 1.3728	 0.0000	 0.1846	 20.8155	 2.7028	 9.7893	 10.0279
2009	02	21	58.2066	 107.8736	 -49.6670	 305.3789	 -3.3918	 58.7885	 0.3926	 0.0000	 0.1846	 15.6240	 3.6581	 10.5107	 10.1866
2009	02	22	54.7596	 93.1549	 -38.3953	 321.0702	 -6.8238	 57.6904	 0.4360	 0.0000	 0.1846	 13.9174	 4.1160	 11.4588	 11.1240
2009	02	23	40.1696	 59.6699	 -19.5003	 342.9230	 -4.6123	 48.3789	 -0.8447	 0.0000	 0.1846	 18.4744	 3.0922	 12.0570	 11.7396
2009	02	24	54.5345	 94.6941	 -40.1595	 317.6328	 17.7430	 39.6576	 -1.5023	 -0.0000	 0.1846	 37.1934	 1.8086	 10.8556	 10.7831
2009	02	25	58.8273	 100.4228	 -41.5954	 316.4369	 13.8197	 46.0513	 -0.4377	 0.0000	 0.1846	 44.2932	 1.7479	 11.1982	 10.8121
2009	02	26	58.2680	 103.4932	 -45.2251	 311.4456	 11.4287	 49.2375	 -0.9714	 0.0000	 0.1846	 20.2436	 2.8032	 10.5977	 10.5450
2009	02	27	59.0589	 112.2223	 -53.1634	 298.8910	 34.4912	 26.3016	 -1.5448	 -0.0000	 0.1846	 121.0709	 0.5006	 8.7849	 9.5707
2009	02	28	66.3945	 114.3927	 -47.9982	 312.4405	 4.8822	 52.1366	 2.4638	 0.0000	 0.1846	 15.6736	 3.6518	 11.3866	 11.2599
2009	03	01	59.7569	 93.6090	 -33.8520	 333.9820	 -2.7699	 59.3441	 1.4079	 0.0000	 0.1846	 17.5186	 3.2542	 13.1691	 12.7694
