# SIMULATION: eb
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_R_NET	 OUT_SWNET	 OUT_LWNET	 OUT_IN_LONG	 OUT_SENSIBLE	 OUT_LATENT	 OUT_GRND_FLUX	 OUT_ENERGY_ERROR	 OUT_ALBEDO	 OUT_AERO_RESIST	 OUT_WIND	 OUT_AIR_TEMP	 OUT_SURF_TEMP	 OUT_REL_HUMID
2009	01	01	14.9129	 54.9430	 -40.0301	 278.5038	 2.1071	 28.7543	 -8.6111	 4.6623	 0.3406	 79.9474	 1.5370	 3.6702	 2.9132	 70.0744
2009	01	02	-8.9685	 23.3684	 -32.3369	 271.0918	 -13.8093	 7.0038	 -6.9645	 1.2204	 0.5349	 181.5045	 1.4643	 2.9590	 -0.9212	 66.2360
2009	01	03	-17.2629	 13.4864	 -30.7493	 255.8944	 -3.4410	 1.6315	 -6.8986	 -9.8227	 0.8431	 262.8569	 1.6537	 0.0021	 -3.1417	 63.2623
2009	01	04	-21.2166	 12.8010	 -34.0176	 245.7160	 -20.1119	 0.0000	 -4.5696	 -24.4077	 0.8484	 77.4789	 4.1796	 -2.3515	 -5.4282	 62.8178
2009	01	05	-14.6679	 11.9624	 -26.6303	 253.1756	 -3.5486	 0.9197	 -4.4952	 -10.8840	 0.8467	 213.9642	 1.8137	 -1.9659	 -5.5259	 68.3387
2009	01	06	-1.4647	 4.4492	 -5.9139	 290.4500	 -0.2753	 0.5954	 -2.2394	 -0.2202	 0.8496	 645.3238	 0.4853	 -1.1178	 -2.2080	 80.9792
2009	01	07	-13.2437	 17.2196	 -30.4634	 259.4523	 -3.8756	 0.6501	 -2.8660	 -13.0814	 0.8349	 369.4977	 1.4501	 2.5239	 -2.9186	 68.7635
2009	01	08	-3.0593	 20.1414	 -23.2007	 266.8912	 -2.4303	 0.2160	 -3.7400	 -9.1396	 0.8250	 925.7913	 0.7031	 4.9016	 -3.0522	 63.3330
2009	01	09	-15.4776	 48.1597	 -63.6372	 250.4978	 -31.9455	 -1.8949	 1.7999	 -19.0312	 0.5291	 43.6829	 4.4222	 4.7641	 0.4543	 56.5629
2009	01	10	24.6334	 100.3144	 -75.6810	 254.2607	 -16.6520	 32.0959	 1.7882	 0.3653	 0.1790	 17.0593	 3.3118	 5.8159	 4.9657	 54.8717
