# SIMULATION: eb
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_R_NET	 OUT_SWNET	 OUT_LWNET	 OUT_IN_LONG	 OUT_SENSIBLE	 OUT_LATENT	 OUT_GRND_FLUX	 OUT_ENERGY_ERROR	 OUT_ALBEDO	 OUT_AERO_RESIST	 OUT_WIND	 OUT_AIR_TEMP	 OUT_SURF_TEMP	 OUT_REL_HUMID
2009	01	01	9.8680	 56.5565	 -46.6886	 276.8741	 4.3370	 31.9652	 -14.1919	 4.9347	 0.3663	 72.2642	 1.5088	 4.8301	 3.9910	 62.8217
2009	01	02	-5.3896	 21.8839	 -27.2734	 278.0036	 -12.4757	 11.1044	 -9.8634	 5.0193	 0.5154	 138.9262	 1.3337	 2.2749	 -0.3831	 69.1258
2009	01	03	3.2351	 35.8266	 -32.5915	 269.9370	 -24.5587	 22.7311	 -4.7722	 5.6879	 0.5315	 93.6243	 1.7468	 2.8454	 -0.9184	 62.0375
2009	01	04	0.3791	 42.4822	 -42.1032	 260.8685	 -28.3003	 13.5648	 -5.0284	 1.3723	 0.5236	 37.5321	 3.9282	 0.6031	 0.7747	 61.1034
2009	01	05	4.5330	 41.2836	 -36.7506	 264.5453	 -18.8998	 20.2835	 -8.2201	 4.1394	 0.5011	 105.6874	 1.8870	 1.5773	 -0.1372	 64.7343
2009	01	06	17.8333	 18.8163	 -0.9830	 310.2906	 -1.0222	 16.8218	 -0.6701	 0.0000	 0.1843	 267.0418	 0.3893	 2.3939	 1.1167	 80.1705
2009	01	07	20.7114	 59.0504	 -38.3391	 277.9484	 2.2551	 14.4057	 0.4467	 0.0000	 0.1843	 55.3197	 1.4967	 3.2213	 2.1729	 69.3294
2009	01	08	21.9711	 71.2661	 -49.2950	 273.0607	 6.3797	 14.3922	 -0.1758	 0.0000	 0.1843	 106.4386	 0.7726	 4.7287	 3.4581	 62.5642
2009	01	09	16.9679	 86.2165	 -69.2486	 261.2258	 -12.1577	 23.4278	 1.0090	 0.0000	 0.1843	 12.3861	 4.2182	 5.3589	 5.1765	 55.4382
2009	01	10	17.9804	 88.2788	 -70.2983	 255.6722	 0.8174	 21.1114	 -2.0573	 0.0000	 0.1843	 15.1563	 3.4239	 4.4420	 4.2231	 54.2857
