# SIMULATION: eb
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_R_NET	 OUT_SWNET	 OUT_LWNET	 OUT_IN_LONG	 OUT_SENSIBLE	 OUT_LATENT	 OUT_GRND_FLUX	 OUT_ENERGY_ERROR	 OUT_ALBEDO	 OUT_AERO_RESIST	 OUT_WIND	 OUT_AIR_TEMP	 OUT_SURF_TEMP
2009	01	01	7.7265	 54.0553	 -46.3288	 246.4041	 -0.3899	 14.0141	 -18.0623	 19.2311	 0.4731	 212.0463	 1.5982	 -1.6837	 0.5056
2009	01	02	-19.1191	 10.8268	 -29.9460	 259.8234	 0.0000	 1.6016	 -6.6723	 -6.2898	 0.8500	 420.0743	 1.3591	 -1.1099	 -2.0952
2009	01	03	-16.6125	 12.3863	 -28.9988	 245.2849	 0.0000	 0.0000	 -5.9759	 -17.2420	 0.8500	 350.5606	 1.6286	 -2.7227	 -6.5230
2009	01	04	-20.9942	 12.6240	 -33.6182	 234.0730	 0.0000	 0.0000	 -4.6304	 -33.7837	 0.8500	 136.7022	 4.1764	 -5.3177	 -8.3515
2009	01	05	-14.8932	 11.9703	 -26.8636	 238.5469	 0.0000	 0.0000	 -4.4733	 -17.0347	 0.8500	 324.4803	 1.7595	 -5.1673	 -9.0049
2009	01	06	-1.0645	 5.5538	 -6.6183	 273.1528	 0.0000	 0.0000	 -3.2349	 -2.2028	 0.8500	 1117.9226	 0.5107	 -3.8983	 -6.0470
2009	01	07	-18.0224	 14.6796	 -32.7020	 243.3890	 0.0000	 0.0000	 -3.4120	 -18.1869	 0.8500	 394.2566	 1.4481	 -1.2229	 -6.1733
2009	01	08	-12.1796	 14.6577	 -26.8373	 250.3764	 0.0000	 0.0858	 -3.4506	 -11.4631	 0.8500	 786.7205	 0.7257	 0.3113	 -5.9698
2009	01	09	-32.5715	 19.2981	 -51.8696	 232.8584	 0.0000	 2.3917	 -2.7301	 -58.1734	 0.8500	 127.5065	 4.4776	 1.2045	 -3.8997
2009	01	10	-32.3887	 19.6521	 -52.0408	 235.1318	 0.0000	 2.5839	 -2.6853	 -51.6621	 0.7854	 146.1678	 3.3676	 1.8613	 -3.5256
2009	01	11	1.4996	 62.3000	 -60.8003	 243.3598	 0.0000	 1.7713	 -2.0336	 -14.7414	 0.4624	 41.8117	 2.3628	 2.1562	 -2.2370
2009	01	12	18.3270	 85.4051	 -67.0781	 260.1759	 -15.1385	 11.7972	 -0.5391	 -5.4960	 0.2769	 13.8979	 5.4832	 5.3007	 1.8089
2009	01	13	31.1077	 104.4611	 -73.3535	 256.3176	 -22.0440	 31.3959	 -0.2717	 12.8333	 0.1200	 14.6975	 3.8845	 5.4870	 3.6412
2009	01	14	35.6017	 113.1387	 -77.5371	 245.5944	 -9.5620	 44.7936	 -0.0321	 0.0000	 0.1200	 16.6343	 3.4322	 4.2780	 3.5703
2009	01	15	35.2903	 112.3592	 -77.0689	 250.6900	 -15.3721	 48.3595	 0.0405	 -0.0000	 0.1200	 14.5503	 3.9238	 5.1715	 4.5724
2009	01	16	34.3941	 115.5551	 -81.1610	 250.7506	 -23.5157	 56.6903	 0.0720	 0.0000	 0.1200	 11.5773	 4.9314	 5.7885	 5.4226
2009	01	17	36.4787	 115.8707	 -79.3920	 243.9874	 -4.9803	 45.1064	 -0.2650	 -0.0000	 0.1200	 13.3928	 4.2629	 3.9894	 3.6336
2009	01	18	36.9457	 115.8687	 -78.9230	 243.8578	 -5.6642	 42.0483	 -0.0594	 0.0000	 0.1200	 11.9550	 4.7756	 3.6850	 3.5069
2009	01	19	37.6540	 114.0355	 -76.3816	 247.8231	 -3.0647	 40.3278	 -0.0516	 -0.0000	 0.1200	 11.7084	 4.8762	 3.9493	 3.8294
2009	01	20	31.6610	 79.7886	 -48.1276	 271.9203	 -3.1440	 34.6280	 -5.3983	 0.3697	 0.2795	 49.4692	 3.4234	 3.9349	 3.8621
2009	01	21	0.1832	 38.8569	 -38.6738	 275.3477	 -31.2368	 13.8855	 -5.1895	 10.9374	 0.4154	 93.8199	 2.7364	 4.4484	 0.5330
2009	01	22	31.2443	 66.3469	 -35.1026	 285.1599	 -32.9569	 61.6676	 -0.0497	 3.2337	 0.1866	 32.2671	 2.1463	 5.1758	 2.7987
2009	01	23	-13.9979	 13.1452	 -27.1431	 277.7896	 -3.6797	 2.4187	 -3.9637	 -12.5606	 0.6550	 239.3704	 1.6382	 3.0788	 -0.5262
2009	01	24	10.8435	 29.7652	 -18.9216	 290.3252	 -5.8455	 21.6026	 -1.2970	 -0.9350	 0.4732	 62.0636	 2.5427	 1.6413	 0.7607
2009	01	25	-13.9451	 10.6209	 -24.5659	 266.3268	 0.0000	 3.8860	 -3.6001	 -12.5601	 0.8500	 161.5195	 3.5347	 -1.7971	 -2.8206
2009	01	26	-7.2069	 10.3678	 -17.5747	 248.5150	 0.0000	 0.0000	 -3.3442	 -5.4554	 0.8500	 726.6425	 0.7857	 -6.4204	 -8.7289
2009	01	27	-11.0605	 13.4705	 -24.5310	 240.0785	 0.0000	 0.0000	 -3.7718	 -11.6305	 0.8500	 437.7573	 1.3042	 -5.7247	 -9.3027
2009	01	28	-20.3684	 19.9588	 -40.3273	 226.2445	 0.0000	 0.0000	 -3.8272	 -19.1677	 0.8500	 375.5826	 1.5201	 -3.5056	 -8.4430
2009	01	29	-25.6112	 19.3693	 -44.9805	 241.4292	 0.0000	 0.6800	 -2.6804	 -33.9242	 0.8500	 134.3443	 4.2497	 -0.7570	 -3.9287
2009	01	30	-27.7619	 28.4942	 -56.2561	 245.3910	 0.0000	 -6.8944	 -2.1533	 -47.6013	 0.7046	 87.2619	 4.5137	 2.9932	 -1.8198
2009	01	31	15.6908	 75.6279	 -59.9371	 253.9043	 -13.5457	 3.3398	 -1.3482	 5.7477	 0.4624	 31.8409	 3.1027	 4.2555	 0.2506
2009	02	01	33.6562	 102.8534	 -69.1971	 250.2995	 6.3968	 16.4367	 -0.6951	 3.1946	 0.2912	 24.6466	 3.1624	 3.7363	 1.6186
2009	02	02	55.1298	 130.0207	 -74.8909	 243.6679	 11.1210	 21.2374	 -0.9601	 16.7696	 0.1200	 14.7153	 3.8798	 2.4440	 1.0578
2009	02	03	58.9103	 136.2243	 -77.3141	 247.2906	 5.6311	 23.8011	 -0.8451	 13.5145	 0.1200	 15.1054	 3.7796	 3.8652	 1.6250
2009	02	04	59.2968	 132.6475	 -73.3507	 260.8254	 4.6698	 26.6203	 -0.8115	 10.6848	 0.1200	 19.0938	 2.9901	 6.0683	 3.1822
2009	02	05	44.2477	 95.1521	 -50.9043	 281.1880	 -12.4667	 12.1117	 -1.2840	 36.6230	 0.2056	 26.4920	 2.5486	 5.5138	 2.5238
2009	02	06	-9.0884	 18.1949	 -27.2833	 274.9466	 -0.6592	 -4.4019	 -7.4823	 3.2577	 0.7020	 142.8386	 2.8952	 -0.0002	 -0.8835
2009	02	07	-9.0841	 11.6371	 -20.7212	 269.6848	 0.0000	 0.0000	 -6.3946	 -11.2853	 0.8500	 202.6634	 2.8171	 -1.5632	 -2.8044
2009	02	08	-14.1775	 15.5887	 -29.7662	 260.7659	 0.0000	 3.5161	 -3.3383	 -8.1462	 0.8500	 426.3802	 1.3390	 -0.5706	 -2.9730
