# SIMULATION: eb
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_R_NET	 OUT_SWNET	 OUT_LWNET	 OUT_IN_LONG	 OUT_SENSIBLE	 OUT_LATENT	 OUT_GRND_FLUX	 OUT_ENERGY_ERROR	 OUT_ALBEDO	 OUT_AERO_RESIST	 OUT_WIND	 OUT_AIR_TEMP	 OUT_SURF_TEMP	 OUT_REL_HUMID
2009	01	01	18.8149	 64.2772	 -45.4622	 279.9495	 1.3225	 34.7459	 -7.3302	 3.8511	 0.2550	 77.4342	 1.5910	 5.1321	 4.5143	 67.8295
2009	01	02	24.3796	 58.6144	 -34.2348	 282.8818	 -22.5402	 52.3884	 -3.4616	 4.8884	 0.2309	 59.3669	 1.2839	 4.6582	 2.2005	 68.4786
2009	01	03	8.5657	 46.9206	 -38.3549	 267.8801	 -22.5466	 27.0046	 -5.9008	 11.3334	 0.4182	 151.9061	 1.6618	 2.5599	 0.0505	 63.7186
2009	01	04	4.7191	 46.5477	 -41.8286	 257.5359	 -23.1510	 15.6085	 -7.1188	 11.7624	 0.4745	 84.1659	 4.0646	 0.1535	 -0.6848	 62.6026
2009	01	05	-2.4887	 31.1108	 -33.5996	 263.7063	 -12.0818	 11.6368	 -5.9503	 -1.2287	 0.4944	 187.9743	 1.8148	 0.7220	 -0.9045	 67.2395
2009	01	06	8.4200	 15.2196	 -6.7996	 302.3300	 -1.3912	 6.1887	 -1.9651	 0.0665	 0.3774	 229.3343	 0.4446	 1.4347	 0.5693	 80.0811
2009	01	07	23.5210	 74.2257	 -50.7047	 270.3395	 -5.0624	 21.6808	 -0.1626	 -1.2784	 0.1800	 43.9156	 1.4914	 4.4152	 3.1819	 67.4691
2009	01	08	25.8525	 77.8344	 -51.9818	 277.0679	 -1.5992	 26.2777	 0.0287	 -0.0000	 0.1800	 85.8960	 0.7625	 6.5384	 4.8726	 62.4798
2009	01	09	20.8458	 96.1624	 -75.3165	 260.6873	 -31.9375	 45.8705	 0.6244	 0.0000	 0.1800	 14.9544	 4.3797	 6.8200	 6.3065	 54.7167
2009	01	10	22.9261	 96.7305	 -73.8045	 263.5912	 -23.7438	 46.4220	 -0.2755	 -0.0000	 0.1800	 19.1173	 3.4260	 7.4441	 6.6016	 53.6183
2009	01	11	26.7918	 95.1433	 -68.3515	 272.7570	 -21.1088	 44.8307	 0.1062	 0.0000	 0.1800	 26.7865	 2.4451	 8.7249	 7.3660	 56.0798
2009	01	12	21.6953	 91.4838	 -69.7885	 288.4559	 -44.5969	 58.2845	 1.2563	 -0.0000	 0.1800	 11.9533	 5.4793	 11.1987	 10.8536	 55.9709
2009	01	13	22.5571	 93.7763	 -71.2192	 284.0846	 -28.5197	 56.0148	 -0.5627	 0.0000	 0.1800	 16.5456	 3.9585	 10.8515	 10.2706	 53.7677
2009	01	14	24.5548	 103.5080	 -78.9533	 268.8715	 -29.8916	 54.6538	 -0.3219	 0.0000	 0.1800	 18.2883	 3.5813	 9.5542	 8.6855	 50.1258
2009	01	15	24.4772	 103.7424	 -79.2651	 273.4424	 -33.9615	 56.1202	 0.2640	 0.0000	 0.1800	 16.5854	 3.9490	 10.4559	 9.6754	 49.3094
2009	01	16	23.2612	 104.4128	 -81.1516	 274.6402	 -35.3841	 57.3950	 0.2190	 0.0000	 0.1800	 13.2601	 4.9393	 10.6850	 10.2864	 49.2030
2009	01	17	25.2703	 103.7262	 -78.4559	 272.5176	 -22.5638	 50.3643	 -0.5753	 0.0000	 0.1800	 15.3562	 4.2651	 9.8112	 9.3572	 50.7553
2009	01	18	25.5512	 103.2324	 -77.6812	 272.9138	 -21.5012	 47.0470	 -0.1287	 0.0000	 0.1800	 13.7319	 4.7696	 9.5279	 9.2875	 52.0583
2009	01	19	26.7988	 103.3507	 -76.5519	 275.7404	 -20.1236	 46.2267	 0.0147	 0.0000	 0.1800	 13.3960	 4.8892	 9.8420	 9.6324	 53.4432
2009	01	20	25.6448	 76.0331	 -50.3883	 299.9235	 -14.3304	 40.8059	 -0.3395	 0.0000	 0.1800	 19.0019	 3.4468	 9.6871	 9.2615	 58.1885
2009	01	21	45.4684	 76.8420	 -31.3736	 304.8764	 -83.0238	 137.7228	 -1.7537	 -0.0000	 0.1800	 23.9955	 2.7295	 10.5385	 6.4173	 59.9038
2009	01	22	44.4900	 66.5817	 -22.0917	 316.2639	 -62.5981	 106.7151	 -0.2475	 -0.0000	 0.1800	 30.6355	 2.1379	 10.8368	 6.8749	 66.3797
2009	01	23	31.0281	 46.1778	 -15.1496	 320.0714	 -23.2540	 56.4255	 -0.6575	 -0.0000	 0.1800	 39.5243	 1.6571	 8.1067	 6.2394	 77.6714
2009	01	24	29.0947	 44.5731	 -15.4784	 315.3148	 -29.0044	 64.0217	 -1.1881	 0.0000	 0.1800	 26.8623	 2.4382	 6.8603	 5.3143	 78.8791
2009	01	25	27.4319	 54.4558	 -27.0238	 290.2957	 -34.5274	 65.7330	 -3.1763	 8.1731	 0.2273	 22.5924	 3.4687	 3.5000	 2.2904	 75.3449
2009	01	26	-2.7845	 24.6651	 -27.4496	 267.1503	 -1.1016	 3.3952	 -11.4077	 6.7816	 0.6854	 540.7647	 0.8381	 -1.4500	 -1.1670	 77.0944
2009	01	27	3.9002	 36.7976	 -32.8974	 259.8082	 -0.1486	 6.1064	 -5.9643	 -1.0367	 0.6465	 276.6124	 1.3143	 -0.5337	 -1.9503	 73.2828
2009	01	28	11.8846	 65.3801	 -53.4955	 248.6376	 10.6140	 11.6976	 -3.2961	 -15.8820	 0.3518	 76.5710	 1.5277	 1.8993	 0.7384	 72.4772
2009	01	29	28.4009	 90.7237	 -62.3228	 265.0667	 -9.6492	 18.0903	 1.3408	 5.7170	 0.1397	 21.1022	 4.2219	 5.1257	 4.6574	 72.8750
2009	01	30	44.2170	 117.2843	 -73.0673	 272.0073	 -17.6007	 51.2526	 1.5973	 0.0000	 0.1800	 14.5650	 4.4968	 8.5128	 8.1463	 67.2591
2009	01	31	45.8676	 114.9833	 -69.1157	 280.4722	 -7.1637	 53.3325	 -0.0604	 0.0000	 0.1800	 21.1488	 3.0969	 9.7812	 9.0963	 66.5330
2009	02	01	46.6896	 116.6562	 -69.9666	 276.2471	 -6.7655	 56.1054	 -0.4512	 -0.0000	 0.1800	 20.9178	 3.1311	 9.0771	 8.4139	 65.7500
2009	02	02	46.0704	 115.3379	 -69.2675	 269.0126	 4.1867	 45.8240	 -0.8065	 0.0000	 0.1800	 16.5833	 3.9495	 7.0308	 6.8040	 68.2758
2009	02	03	51.7108	 125.0999	 -73.3892	 272.9157	 -17.7111	 61.3126	 0.7388	 -0.0000	 0.1800	 17.2753	 3.7913	 9.0932	 8.3663	 65.2960
2009	02	04	53.1098	 121.0964	 -67.9866	 288.8610	 -14.6686	 65.1275	 0.4438	 -0.0000	 0.1800	 21.8822	 2.9931	 11.5051	 10.5349	 65.4657
2009	02	05	51.4131	 87.3316	 -35.9185	 309.0050	 -50.3093	 113.3154	 -1.5464	 0.0000	 0.1800	 25.4283	 2.5757	 10.7943	 8.1979	 66.4849
2009	02	06	36.9227	 59.7629	 -22.8402	 301.5222	 -27.5825	 74.3229	 -1.9048	 -0.0000	 0.1800	 21.9740	 2.9806	 5.1467	 3.9465	 77.1937
2009	02	07	34.5172	 63.3584	 -28.8412	 293.0299	 -9.3254	 40.6310	 -1.4265	 5.1157	 0.2446	 27.9620	 2.8026	 3.9118	 3.2674	 78.7188
