# SIMULATION: eb
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_R_NET	 OUT_SWNET	 OUT_LWNET	 OUT_IN_LONG	 OUT_SENSIBLE	 OUT_LATENT	 OUT_GRND_FLUX	 OUT_ENERGY_ERROR	 OUT_ALBEDO	 OUT_AERO_RESIST	 OUT_WIND	 OUT_AIR_TEMP	 OUT_SURF_TEMP
2009	01	01	18.5810	 64.0132	 -45.4322	 273.0629	 2.9644	 31.6168	 -10.6328	 8.9897	 0.3260	 133.0468	 1.5933	 3.7159	 3.7535
2009	01	02	14.8373	 49.9949	 -35.1576	 277.0908	 -18.1627	 35.0080	 -5.3462	 8.8825	 0.3283	 132.5788	 1.3059	 3.4623	 1.1080
2009	01	03	2.9516	 40.8077	 -37.8561	 262.2825	 -14.7024	 15.4382	 -6.7966	 7.5895	 0.5101	 205.8142	 1.6472	 1.3253	 -0.6197
2009	01	04	-21.2103	 12.5551	 -33.7654	 251.7836	 0.0000	 0.5932	 -8.8674	 -29.8623	 0.7807	 154.2907	 4.1034	 -1.1074	 -2.8041
2009	01	05	-17.9573	 11.9744	 -29.9316	 257.7766	 0.0000	 0.9086	 -6.0770	 -12.4543	 0.8500	 351.9268	 1.7990	 -0.6675	 -3.0288
2009	01	06	-1.5851	 4.7618	 -6.3470	 295.2043	 0.0000	 0.5078	 -1.4471	 -0.7358	 0.8500	 1363.2995	 0.4644	 0.1852	 -0.9661
2009	01	07	-15.2109	 16.3696	 -31.5805	 264.2727	 0.0000	 0.0911	 -2.5810	 -23.5017	 0.6823	 350.3070	 1.4793	 3.2300	 -0.9288
2009	01	08	2.9905	 42.2899	 -39.2994	 270.9061	 -5.7001	 5.9470	 -1.5762	 -5.8302	 0.3328	 241.1805	 0.7483	 5.2539	 0.8900
2009	01	09	23.8341	 99.4890	 -75.6548	 254.2744	 -33.0601	 43.9435	 1.3533	 0.0000	 0.1659	 14.3525	 4.4112	 5.6169	 5.0218
2009	01	10	25.2541	 100.3324	 -75.0783	 257.5027	 -20.3496	 44.9114	 -0.1827	 -0.0000	 0.1659	 18.5779	 3.4079	 6.4008	 5.5903
2009	01	11	28.9114	 97.2596	 -68.3482	 266.9748	 -15.0116	 41.2317	 -0.0091	 0.0000	 0.1659	 26.1553	 2.4206	 7.4220	 6.1733
2009	01	12	23.8657	 92.6681	 -68.8024	 284.4736	 -39.0735	 54.8923	 1.0650	 -0.0000	 0.1659	 11.5484	 5.4823	 10.1783	 9.8702
2009	01	13	25.1253	 96.3494	 -71.2241	 278.8154	 -26.0008	 55.7807	 -0.4731	 0.0000	 0.1659	 16.0906	 3.9347	 9.7961	 9.2175
2009	01	14	27.4839	 105.8244	 -78.3405	 264.4408	 -25.4249	 53.2955	 -0.2829	 -0.0000	 0.1659	 17.9013	 3.5367	 8.5184	 7.6708
2009	01	15	27.2805	 105.8629	 -78.5824	 269.2873	 -30.2172	 55.0464	 0.2333	 -0.0000	 0.1659	 16.0563	 3.9431	 9.4482	 8.7149
