# SIMULATION: eb
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_R_NET	 OUT_SWNET	 OUT_LWNET	 OUT_IN_LONG	 OUT_SENSIBLE	 OUT_LATENT	 OUT_GRND_FLUX	 OUT_ENERGY_ERROR	 OUT_ALBEDO	 OUT_AERO_RESIST	 OUT_WIND	 OUT_AIR_TEMP	 OUT_SURF_TEMP
2009	01	01	-8.6070	 37.9555	 -46.5624	 211.1593	 -5.9710	 4.8344	 -27.3948	 39.2837	 0.6104	 285.9726	 1.6332	 -9.8768	 -2.1356
2009	01	02	-7.0223	 7.3883	 -14.4106	 259.5311	 0.0000	 0.0000	 -5.2715	 -4.8987	 0.8500	 470.3126	 1.3926	 -5.1449	 -5.2047
2009	01	03	-3.5383	 32.1311	 -35.6693	 237.9520	 -2.2783	 0.5504	 -4.5449	 1.1562	 0.7054	 318.1846	 1.6155	 -4.3950	 -5.3753
2009	01	04	-18.8957	 12.0872	 -30.9829	 228.9879	 0.0000	 0.0000	 -10.6102	 -20.2336	 0.8500	 153.7350	 4.2603	 -7.5637	 -4.7372
2009	01	05	-15.4148	 13.3384	 -28.7532	 227.6254	 0.0000	 0.0000	 -6.4723	 -13.8221	 0.8319	 394.3388	 1.6609	 -6.5478	 -8.6104
2009	01	06	-1.8623	 6.6102	 -8.4725	 258.2233	 0.0000	 0.0000	 -2.3200	 -3.1202	 0.8500	 1092.5060	 0.5995	 -6.4269	 -8.9903
2009	01	07	-14.6935	 14.5750	 -29.2686	 231.5453	 0.0000	 0.0000	 -3.4936	 -14.5368	 0.8500	 469.6381	 1.3946	 -4.9559	 -9.1201
2009	01	08	-10.8653	 15.2532	 -26.1185	 231.4368	 0.0000	 0.0000	 -4.8396	 -8.7670	 0.8500	 920.9186	 0.7112	 -4.8598	 -9.7141
2009	01	09	-19.1136	 46.3218	 -65.4354	 218.1574	 -17.8752	 4.7301	 0.1556	 -26.1653	 0.5423	 79.3342	 4.5947	 -2.0718	 -5.5909
2009	01	10	22.9425	 97.2887	 -74.3461	 226.0451	 -7.2825	 16.4832	 0.3088	 4.7933	 0.1800	 19.5884	 3.3436	 -0.7762	 -1.9246
2009	01	11	28.5400	 95.8933	 -67.3533	 233.4070	 11.1599	 16.9234	 -0.2065	 0.0000	 0.1800	 28.9139	 2.2652	 -0.4206	 -1.3286
2009	01	12	25.2049	 102.8160	 -77.6111	 237.2945	 -15.5348	 30.1272	 1.3800	 -0.0000	 0.1800	 11.9341	 5.4881	 1.9694	 1.7924
2009	01	13	24.9565	 99.0078	 -74.0514	 243.1340	 -1.2099	 30.3236	 -0.3775	 -0.0000	 0.1800	 17.0864	 3.8332	 2.5969	 2.3216
2009	01	14	29.4903	 108.5882	 -79.0979	 227.7019	 7.5807	 23.8557	 -0.7671	 0.0000	 0.1800	 20.1358	 3.2527	 0.5344	 -0.0263
2009	01	15	28.2477	 107.3405	 -79.0929	 237.3110	 -7.5637	 31.4956	 0.5727	 -0.0000	 0.1800	 16.6957	 3.9229	 2.6453	 2.1063
2009	01	16	26.8875	 110.6096	 -83.7221	 234.4337	 -7.1885	 34.9901	 0.0382	 0.0000	 0.1800	 13.2427	 4.9458	 2.5916	 2.4600
2009	01	17	29.9334	 111.4066	 -81.4732	 224.2248	 13.3064	 21.8005	 -1.2343	 -0.0000	 0.1800	 15.4021	 4.2524	 -0.2152	 -0.2680
2009	01	18	30.8978	 107.2069	 -76.3091	 226.7486	 16.5233	 14.7742	 -0.5441	 0.0000	 0.1800	 13.7509	 4.7630	 -0.8356	 -0.8202
2009	01	19	30.9873	 109.7466	 -78.7593	 234.3017	 1.7020	 25.1405	 0.6156	 0.0000	 0.1800	 13.4984	 4.8521	 1.4697	 1.3829
2009	01	20	21.4785	 67.7482	 -46.2697	 257.7861	 4.6453	 18.8902	 -3.9916	 -4.8880	 0.2595	 92.4832	 3.3871	 1.1130	 1.8846
2009	01	21	-15.9726	 25.8458	 -41.8184	 262.9947	 0.0000	 -38.3934	 -5.5323	 6.1349	 0.5770	 158.3292	 2.7541	 1.9611	 -1.6632
2009	01	22	-16.6391	 15.8797	 -32.5188	 247.4136	 0.0000	 2.1185	 -2.4015	 -19.1787	 0.8500	 304.7305	 2.1493	 -1.2267	 -4.4847
2009	01	23	-14.8236	 17.0494	 -31.8729	 241.5706	 0.0000	 1.1687	 -1.7750	 -16.5528	 0.8500	 404.3695	 1.6197	 -1.7502	 -7.2102
2009	01	24	-5.5824	 7.7138	 -13.2962	 287.8064	 0.0000	 7.4617	 -0.8851	 -4.1595	 0.8500	 251.0762	 2.6086	 0.1677	 -0.5191
2009	01	25	-13.9737	 11.9751	 -25.9487	 259.0016	 0.0000	 1.7255	 -1.1737	 -14.4616	 0.8500	 181.3231	 3.6121	 -2.4497	 -3.5389
2009	01	26	-8.1652	 11.0267	 -19.1919	 240.1492	 0.0000	 0.0000	 -1.9854	 -3.4556	 0.8500	 845.1062	 0.7750	 -8.0654	 -9.5203
2009	01	27	-14.5911	 18.4223	 -33.0135	 217.5097	 0.0000	 0.0000	 -2.4535	 -12.6385	 0.8500	 507.0507	 1.2917	 -7.8824	 -11.5683
2009	01	28	-14.9884	 20.8660	 -35.8544	 222.0235	 0.0000	 0.0000	 -2.3371	 -17.2085	 0.8500	 418.9582	 1.5633	 -5.2859	 -10.3356
2009	01	29	-21.8212	 21.6943	 -43.5155	 233.0548	 0.0000	 0.0000	 -1.7464	 -34.3029	 0.8500	 153.3858	 4.2700	 -2.3253	 -6.0426
2009	01	30	-25.1087	 25.5859	 -50.6946	 234.1709	 0.0000	 1.6462	 -1.3477	 -42.3544	 0.8500	 144.5599	 4.5307	 0.4907	 -3.4331
2009	01	31	-20.6814	 26.3891	 -47.0705	 241.5752	 0.0000	 1.8762	 -1.0958	 -32.4833	 0.8500	 211.6589	 3.0944	 2.1331	 -1.9997
2009	02	01	-21.7874	 25.2104	 -46.9977	 241.0662	 0.0000	 2.0831	 -1.0664	 -30.3430	 0.8500	 206.9114	 3.1654	 1.5079	 -1.9919
2009	02	02	-23.8957	 26.3278	 -50.2235	 233.9504	 0.0000	 0.9274	 -1.2317	 -35.5469	 0.8500	 171.7606	 3.8132	 0.3693	 -3.1478
2009	02	03	-22.6768	 28.2243	 -50.9011	 234.5702	 0.0000	 1.3348	 -1.2758	 -39.3777	 0.8500	 173.1134	 3.7834	 1.2964	 -3.1917
2009	02	04	-10.2819	 44.3082	 -54.5901	 248.4042	 0.0000	 -3.0679	 -0.9488	 -28.8787	 0.6931	 135.9465	 3.0040	 3.7722	 -1.1952
2009	02	05	-11.9470	 33.1231	 -45.0701	 265.5109	 0.0000	 -32.8619	 -0.9568	 10.0699	 0.5975	 152.7108	 2.5759	 2.6228	 -1.0876
2009	02	06	-13.8216	 14.6977	 -28.5193	 258.6767	 0.0000	 2.6372	 -1.3147	 -9.8566	 0.8500	 230.9115	 2.8364	 -1.6772	 -3.0743
2009	02	07	-7.1408	 11.4412	 -18.5820	 260.4381	 0.0000	 0.0000	 -1.8242	 -10.8010	 0.8500	 232.5265	 2.8167	 -3.9806	 -5.6859
2009	02	08	-11.5116	 14.1225	 -25.6341	 254.9103	 0.0000	 3.0539	 -1.6952	 -4.6409	 0.8500	 474.5380	 1.3802	 -3.2235	 -4.7275
2009	02	09	-15.9024	 17.8932	 -33.7956	 233.1946	 0.0000	 0.0000	 -2.1855	 -20.9320	 0.8500	 173.0494	 3.7848	 -5.6167	 -8.2884
2009	02	10	-7.7628	 14.8233	 -22.5861	 230.1137	 0.0000	 0.0000	 -2.7010	 -1.8174	 0.8500	 1284.4819	 0.5099	 -9.3329	 -11.0657
2009	02	11	-3.3713	 11.0385	 -14.4098	 252.9862	 0.0000	 0.0000	 -2.5901	 -11.9142	 0.8500	 270.5764	 2.4206	 -6.5217	 -9.8227
2009	02	12	-3.8194	 11.5802	 -15.3996	 254.9612	 0.0000	 0.0000	 -2.2858	 -6.9465	 0.8500	 457.7560	 1.4308	 -5.7053	 -8.1605
2009	02	13	-7.3964	 12.9830	 -20.3793	 250.4918	 0.0000	 0.0000	 -2.2614	 -12.5797	 0.8500	 218.7420	 2.9942	 -5.8618	 -7.8360
2009	02	14	-7.5895	 13.1786	 -20.7682	 250.7584	 0.0000	 0.0000	 -2.2683	 -12.8422	 0.8500	 205.1550	 3.1925	 -5.7860	 -7.7163
2009	02	15	-7.3536	 12.4095	 -19.7631	 255.9884	 0.0000	 0.0000	 -2.1659	 -19.6852	 0.8500	 118.6710	 5.5191	 -5.1729	 -6.9144
2009	02	16	-5.1730	 10.7775	 -15.9505	 261.0037	 0.0000	 0.0000	 -2.0556	 -16.0626	 0.8500	 117.9232	 5.5541	 -5.2281	 -6.6003
2009	02	17	-1.2144	 7.7524	 -8.9668	 266.8076	 0.0000	 0.0000	 -1.9699	 -7.8516	 0.8500	 152.6885	 4.2895	 -5.9895	 -6.7571
