# SIMULATION: eb
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_R_NET	 OUT_SWNET	 OUT_LWNET	 OUT_IN_LONG	 OUT_SENSIBLE	 OUT_LATENT	 OUT_GRND_FLUX	 OUT_ENERGY_ERROR	 OUT_ALBEDO	 OUT_AERO_RESIST	 OUT_WIND	 OUT_AIR_TEMP	 OUT_SURF_TEMP	 OUT_REL_HUMID
2009	01	01	13.5243	 59.3720	 -45.8477	 269.8059	 -2.2019	 37.1197	 -15.3563	 11.7323	 0.3679	 178.1349	 1.4707	 3.5708	 3.0974	 61.5391
2009	01	02	-14.9234	 9.8608	 -24.7842	 272.6414	 -0.5891	 1.7847	 -9.9127	 -5.3884	 0.7867	 456.6766	 1.3804	 0.7750	 -0.6225	 69.5378
2009	01	03	-13.6113	 12.2624	 -25.8737	 265.7305	 0.0000	 1.1124	 -4.4746	 -19.8807	 0.8500	 369.6565	 1.7718	 1.8938	 -2.7120	 62.1455
2009	01	04	-18.0770	 11.8292	 -29.9061	 257.0782	 0.0000	 1.2753	 -5.7984	 -34.4373	 0.8500	 167.8216	 3.9027	 -0.3358	 -3.5944	 61.3768
2009	01	05	-16.9967	 12.5450	 -29.5417	 260.1004	 0.0000	 1.2299	 -5.5678	 -18.1613	 0.8500	 342.1393	 1.9143	 0.7333	 -3.3826	 64.5388
2009	01	06	2.8334	 4.9381	 -2.1046	 306.4440	 0.0000	 -2.0344	 -1.9477	 -1.8596	 0.5987	 1119.7658	 0.3875	 1.6262	 0.0000	 79.6897
2009	01	07	11.2747	 50.7563	 -39.4816	 275.8603	 -4.3885	 -3.3508	 -1.7899	 9.7839	 0.1800	 43.9834	 1.4891	 2.0162	 0.8475	 70.2454
2009	01	08	22.3050	 70.8217	 -48.5167	 267.1817	 2.8082	 18.6381	 -0.2472	 0.0000	 0.1800	 86.3263	 0.7587	 3.2978	 2.0234	 62.9157
2009	01	09	17.7952	 84.8596	 -67.0644	 256.8584	 -18.1003	 30.9126	 0.3051	 -0.0000	 0.1800	 15.7222	 4.1658	 4.0396	 3.7946	 56.0521
2009	01	10	19.3488	 87.9885	 -68.6397	 249.7121	 -4.5091	 27.5380	 -1.1538	 -0.0000	 0.1800	 19.2087	 3.4097	 2.9646	 2.5937	 54.7541
2009	01	11	22.8129	 99.4849	 -76.6720	 249.0602	 -27.6972	 44.8225	 0.4263	 -0.0000	 0.1800	 25.8815	 2.5306	 5.4597	 4.0626	 48.4293
2009	01	12	18.7119	 96.2945	 -77.5825	 253.5108	 -27.2783	 43.1841	 -0.0286	 -0.0000	 0.1800	 12.1311	 5.3990	 5.4748	 5.2681	 50.4850
2009	01	13	20.4802	 98.5060	 -78.0258	 257.7248	 -32.4648	 52.1369	 -0.1140	 -0.0000	 0.1800	 16.3063	 4.0166	 6.8950	 6.2324	 48.6987
2009	01	14	21.6907	 102.5798	 -80.8891	 256.5325	 -39.7764	 59.4517	 -0.0436	 -0.0000	 0.1800	 17.2185	 3.8038	 7.4950	 6.5237	 45.8527
2009	01	15	22.2451	 103.3732	 -81.1281	 257.4227	 -38.2478	 60.1015	 -0.2692	 -0.0000	 0.1800	 16.9074	 3.8738	 7.6895	 6.7624	 45.3934
2009	01	16	21.2003	 104.5310	 -83.3307	 260.4191	 -48.3767	 66.9796	 0.2304	 0.0000	 0.1800	 13.3894	 4.8916	 8.4884	 7.8008	 44.4882
2009	01	17	22.6107	 104.7958	 -82.1851	 258.9004	 -34.8642	 59.4819	 -0.6299	 -0.0000	 0.1800	 15.3927	 4.2550	 7.9413	 7.2894	 45.2681
2009	01	18	22.1586	 105.8099	 -83.6513	 258.8761	 -32.4848	 54.2483	 -0.1558	 0.0000	 0.1800	 13.6177	 4.8096	 7.9530	 7.5657	 45.2311
2009	01	19	22.6148	 106.9648	 -84.3500	 259.0721	 -31.5787	 53.9247	 -0.1940	 0.0000	 0.1800	 13.2011	 4.9614	 8.0561	 7.7391	 44.8512
