# SIMULATION: eb
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_R_NET	 OUT_SWNET	 OUT_LWNET	 OUT_IN_LONG	 OUT_SENSIBLE	 OUT_LATENT	 OUT_GRND_FLUX	 OUT_ENERGY_ERROR	 OUT_ALBEDO	 OUT_AERO_RESIST	 OUT_WIND	 OUT_AIR_TEMP	 OUT_SURF_TEMP	 OUT_REL_HUMID
2009	01	01	5.8758	 45.9144	 -40.0385	 259.7650	 0.6441	 15.2324	 -16.7515	 16.7626	 0.4933	 153.7444	 1.5694	 -0.4305	 0.7845	 70.3879
2009	01	02	-18.0400	 11.1510	 -29.1911	 261.6790	 -0.4696	 1.7744	 -6.9759	 -6.7363	 0.8371	 386.0511	 1.4252	 -0.5411	 -2.0574	 69.6818
2009	01	03	-17.1987	 12.4244	 -29.6230	 248.9826	 -0.7037	 0.5167	 -3.6275	 -15.3229	 0.8492	 310.5271	 1.6374	 -1.9087	 -5.6867	 64.4283
2009	01	04	-21.6547	 12.7785	 -34.4332	 236.0993	 -3.9279	 0.0000	 -4.2193	 -31.8658	 0.8499	 117.5747	 4.1946	 -4.5801	 -7.5542	 62.7048
2009	01	05	-14.3067	 11.4723	 -25.7790	 241.5177	 -0.7293	 0.0000	 -4.6217	 -14.6846	 0.8500	 259.6241	 1.7772	 -4.9755	 -8.4909	 69.8665
2009	01	06	-1.4511	 5.9729	 -7.4240	 275.0936	 -0.1126	 0.0000	 -3.3790	 -2.1721	 0.8499	 815.8721	 0.5090	 -3.0026	 -5.3573	 78.0027
2009	01	07	-16.1842	 14.3098	 -30.4941	 251.3032	 -0.6775	 0.2101	 -3.2161	 -15.3542	 0.8475	 373.7249	 1.4406	 -0.2309	 -4.7564	 68.6946
2009	01	08	-10.2664	 14.8459	 -25.1123	 256.8520	 -0.4036	 0.1938	 -3.3419	 -9.6400	 0.8449	 759.3980	 0.7115	 1.0131	 -4.7081	 64.9057
2009	01	09	-30.7603	 21.1284	 -51.8887	 235.9410	 -5.8768	 4.1185	 -2.6501	 -54.3774	 0.8398	 110.2003	 4.4670	 1.9463	 -3.1516	 54.5909
2009	01	10	-26.5404	 29.7647	 -56.3050	 237.5108	 -2.3744	 -1.2176	 -2.5521	 -44.6782	 0.7317	 90.9253	 3.3277	 2.7841	 -3.0049	 51.3114
2009	01	11	-3.7488	 52.4948	 -56.2436	 245.8686	 0.7357	 8.1969	 -2.0297	 -21.4446	 0.5243	 49.2892	 2.3582	 2.3527	 -0.7627	 60.6196
2009	01	12	16.6662	 76.3730	 -59.7068	 272.4780	 -15.6692	 8.9904	 -0.2684	 -4.2777	 0.2785	 13.3886	 5.4701	 6.2803	 3.1053	 61.1188
2009	01	13	28.6458	 102.2437	 -73.5979	 260.1697	 -17.9997	 33.9778	 -0.1550	 3.7344	 0.1430	 15.0901	 3.8589	 6.3415	 4.8675	 55.5549
2009	01	14	32.1731	 107.4374	 -75.2643	 253.4792	 -8.9796	 41.2465	 -0.2211	 0.0000	 0.1430	 16.9697	 3.4306	 5.4551	 4.7822	 54.3757
2009	01	15	31.9856	 105.2476	 -73.2620	 258.0411	 -10.6309	 41.5581	 -0.0453	 0.0000	 0.1430	 14.9846	 3.8856	 5.8736	 5.3412	 55.2655
2009	01	16	31.0021	 111.0016	 -79.9994	 257.3523	 -25.2549	 54.0957	 0.3055	 0.0000	 0.1430	 11.8661	 4.9086	 6.9139	 6.5621	 51.2096
2009	01	17	32.9291	 112.3061	 -79.3770	 248.4780	 -6.4536	 43.8246	 -0.7358	 -0.0000	 0.1430	 13.6558	 4.2611	 4.9197	 4.5834	 51.4344
2009	01	18	33.6677	 113.5023	 -79.8346	 247.5369	 -10.0557	 42.9607	 -0.1485	 -0.0000	 0.1430	 12.1523	 4.7912	 4.6958	 4.4714	 51.6830
2009	01	19	34.5045	 109.5515	 -75.0470	 251.7781	 -1.3379	 36.1703	 -0.3032	 -0.0000	 0.1430	 11.9103	 4.8879	 4.4879	 4.3917	 55.7902
2009	01	20	28.3624	 75.7043	 -47.3419	 278.4120	 -3.1145	 32.6400	 -3.0436	 1.0916	 0.2460	 22.6824	 3.4279	 4.7656	 4.6018	 60.6143
2009	01	21	10.9827	 49.9481	 -38.9654	 278.6883	 -34.8123	 33.8413	 -3.9923	 8.6922	 0.3467	 35.3660	 2.7261	 4.8714	 1.7184	 63.7478
2009	01	22	40.7763	 72.7482	 -31.9719	 295.0819	 -38.0275	 74.9131	 0.3920	 0.0000	 0.1430	 27.6833	 2.1402	 6.9102	 4.4699	 67.4636
2009	01	23	22.4137	 45.3656	 -22.9519	 297.1764	 -11.9882	 36.0354	 -1.6858	 1.3120	 0.2006	 41.4152	 1.6277	 4.3551	 2.9046	 76.4623
2009	01	24	4.0010	 23.0037	 -19.0027	 292.6830	 -7.6982	 15.3944	 -3.2942	 -2.8802	 0.4676	 45.8134	 2.5813	 2.2904	 1.1588	 78.2469
2009	01	25	-12.9021	 10.5675	 -23.4696	 268.8852	 -2.2603	 2.6550	 -4.7202	 -12.4282	 0.8275	 133.8352	 3.5392	 -1.3674	 -2.4645	 75.4426
2009	01	26	-6.5400	 10.0876	 -16.6276	 253.2619	 -0.2110	 0.0000	 -4.0829	 -5.1154	 0.8500	 466.4958	 0.7743	 -5.4667	 -7.8482	 78.7676
2009	01	27	-10.6356	 13.2397	 -23.8753	 244.5490	 -0.4903	 0.0000	 -4.4193	 -10.4260	 0.8499	 306.1030	 1.2952	 -4.8015	 -8.2547	 74.9534
2009	01	28	-19.4833	 20.3350	 -39.8183	 229.7434	 -0.7567	 0.1022	 -4.4005	 -17.2004	 0.8479	 305.8198	 1.4731	 -2.6846	 -7.4875	 72.4026
2009	01	29	-23.5149	 19.7283	 -43.2432	 245.0910	 -3.4522	 1.4444	 -2.9962	 -29.2789	 0.8456	 117.8960	 4.2505	 -0.5524	 -3.3227	 74.8992
